timer,timestamp,HR,X,Y,Z,TEMP,BVP,EDA,event,meanCenteredEDA,medianCenteredEDA,meanCenteredHR,medianCenteredHR,meanCenteredTEMP,medianCenteredTEMP
12.0,2022-01-09 18:21:42.000,68.0,-53.0,-33.0,1.0,31.29,-18.82,0.02306,83,-0.07740266187500014,-0.025622000000000002,-6.436236458334221,3.6200000000000045,-2.1056062499999797,-1.3400000000000034
12.25,2022-01-09 18:21:42.250,68.17,-52.0,-34.0,10.0,31.29,174.51,0.02306,83,-0.07740266187500014,-0.025622000000000002,-6.26623645833422,3.7900000000000063,-2.1056062499999797,-1.3400000000000034
12.5,2022-01-09 18:21:42.500,68.17,-42.0,-26.0,20.0,31.29,151.78,0.02306,83,-0.07740266187500014,-0.025622000000000002,-6.26623645833422,3.7900000000000063,-2.1056062499999797,-1.3400000000000034
12.75,2022-01-09 18:21:42.750,68.17,-20.0,-19.0,72.0,31.29,-158.54,0.024341,83,-0.07612166187500014,-0.024341,-6.26623645833422,3.7900000000000063,-2.1056062499999797,-1.3400000000000034
13.0,2022-01-09 18:21:43.000,68.17,-67.0,0.0,18.0,31.15,-259.27,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.26623645833422,3.7900000000000063,-2.2456062499999803,-1.480000000000004
13.25,2022-01-09 18:21:43.250,68.0,-67.0,11.0,1.0,31.15,-86.93,0.020498,83,-0.07996466187500013,-0.028184000000000004,-6.436236458334221,3.6200000000000045,-2.2456062499999803,-1.480000000000004
13.5,2022-01-09 18:21:43.500,68.0,-57.0,12.0,-1.0,31.15,9.89,0.020498,83,-0.07996466187500013,-0.028184000000000004,-6.436236458334221,3.6200000000000045,-2.2456062499999803,-1.480000000000004
13.75,2022-01-09 18:21:43.750,68.0,-46.0,29.0,25.0,31.15,33.39,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.436236458334221,3.6200000000000045,-2.2456062499999803,-1.480000000000004
14.0,2022-01-09 18:21:44.000,68.0,-45.0,25.0,19.0,31.29,-71.67,0.024341,83,-0.07612166187500014,-0.024341,-6.436236458334221,3.6200000000000045,-2.1056062499999797,-1.3400000000000034
14.25,2022-01-09 18:21:44.250,67.86,-65.0,40.0,-40.0,31.29,154.8,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.576236458334222,3.480000000000004,-2.1056062499999797,-1.3400000000000034
14.5,2022-01-09 18:21:44.500,67.86,-40.0,75.0,-23.0,31.29,-40.54,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.576236458334222,3.480000000000004,-2.1056062499999797,-1.3400000000000034
14.75,2022-01-09 18:21:44.750,67.86,-29.0,62.0,-18.0,31.29,-50.08,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.576236458334222,3.480000000000004,-2.1056062499999797,-1.3400000000000034
15.0,2022-01-09 18:21:45.000,67.86,-47.0,42.0,-16.0,31.35,-17.68,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.576236458334222,3.480000000000004,-2.0456062499999774,-1.2800000000000011
15.25,2022-01-09 18:21:45.250,67.73,-36.0,56.0,-12.0,31.35,93.51,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.706236458334217,3.3500000000000085,-2.0456062499999774,-1.2800000000000011
15.5,2022-01-09 18:21:45.500,67.73,-51.0,31.0,-11.0,31.35,12.99,0.024341,83,-0.07612166187500014,-0.024341,-6.706236458334217,3.3500000000000085,-2.0456062499999774,-1.2800000000000011
15.75,2022-01-09 18:21:45.750,67.73,-59.0,7.0,-17.0,31.35,27.3,0.02306,83,-0.07740266187500014,-0.025622000000000002,-6.706236458334217,3.3500000000000085,-2.0456062499999774,-1.2800000000000011
16.0,2022-01-09 18:21:46.000,67.73,-55.0,23.0,-13.0,31.23,-168.02,0.024341,83,-0.07612166187500014,-0.024341,-6.706236458334217,3.3500000000000085,-2.1656062499999784,-1.4000000000000021
16.25,2022-01-09 18:21:46.250,67.62,-72.0,36.0,-18.0,31.23,43.94,0.021779,83,-0.07868366187500014,-0.026903000000000003,-6.816236458334217,3.240000000000009,-2.1656062499999784,-1.4000000000000021
16.5,2022-01-09 18:21:46.500,67.62,-54.0,30.0,-8.0,31.23,-29.29,0.024341,83,-0.07612166187500014,-0.024341,-6.816236458334217,3.240000000000009,-2.1656062499999784,-1.4000000000000021
16.75,2022-01-09 18:21:46.750,67.62,-61.0,34.0,-14.0,31.23,15.49,0.024341,83,-0.07612166187500014,-0.024341,-6.816236458334217,3.240000000000009,-2.1656062499999784,-1.4000000000000021
17.0,2022-01-09 18:21:47.000,67.62,-34.0,45.0,-14.0,31.23,-131.51,0.024341,83,-0.07612166187500014,-0.024341,-6.816236458334217,3.240000000000009,-2.1656062499999784,-1.4000000000000021
17.25,2022-01-09 18:21:47.250,68.12,-62.0,20.0,-14.0,31.23,-22.73,0.020498,83,-0.07996466187500013,-0.028184000000000004,-6.316236458334217,3.740000000000009,-2.1656062499999784,-1.4000000000000021
17.5,2022-01-09 18:21:47.500,68.12,-52.0,17.0,-8.0,31.23,-152.36,0.024341,83,-0.07612166187500014,-0.024341,-6.316236458334217,3.740000000000009,-2.1656062499999784,-1.4000000000000021
17.75,2022-01-09 18:21:47.750,68.12,-60.0,10.0,0.0,31.23,161.62,0.02306,83,-0.07740266187500014,-0.025622000000000002,-6.316236458334217,3.740000000000009,-2.1656062499999784,-1.4000000000000021
18.0,2022-01-09 18:21:48.000,68.12,-66.0,7.0,-14.0,31.13,153.78,0.024341,83,-0.07612166187500014,-0.024341,-6.316236458334217,3.740000000000009,-2.26560624999998,-1.5000000000000036
18.25,2022-01-09 18:21:48.250,68.83,-68.0,23.0,2.0,31.13,-232.57,0.021779,83,-0.07868366187500014,-0.026903000000000003,-5.606236458334223,4.450000000000003,-2.26560624999998,-1.5000000000000036
18.5,2022-01-09 18:21:48.500,68.83,-67.0,-5.0,14.0,31.13,364.04,0.024341,83,-0.07612166187500014,-0.024341,-5.606236458334223,4.450000000000003,-2.26560624999998,-1.5000000000000036
18.75,2022-01-09 18:21:48.750,68.83,-55.0,-36.0,20.0,31.13,70.63,0.024341,83,-0.07612166187500014,-0.024341,-5.606236458334223,4.450000000000003,-2.26560624999998,-1.5000000000000036
19.0,2022-01-09 18:21:49.000,68.83,-47.0,-22.0,-4.0,31.09,12.56,0.02306,83,-0.07740266187500014,-0.025622000000000002,-5.606236458334223,4.450000000000003,-2.305606249999979,-1.5400000000000027
19.25,2022-01-09 18:21:49.250,69.47,-47.0,-26.0,18.0,31.09,-256.7,0.02306,83,-0.07740266187500014,-0.025622000000000002,-4.9662364583342224,5.090000000000003,-2.305606249999979,-1.5400000000000027
19.5,2022-01-09 18:21:49.500,69.47,-55.0,-38.0,25.0,31.09,-102.08,0.02306,83,-0.07740266187500014,-0.025622000000000002,-4.9662364583342224,5.090000000000003,-2.305606249999979,-1.5400000000000027
19.75,2022-01-09 18:21:49.750,69.47,-43.0,-33.0,27.0,31.09,401.09,0.02306,83,-0.07740266187500014,-0.025622000000000002,-4.9662364583342224,5.090000000000003,-2.305606249999979,-1.5400000000000027
20.0,2022-01-09 18:21:50.000,69.47,-45.0,-28.0,37.0,31.03,15.13,0.021779,83,-0.07868366187500014,-0.026903000000000003,-4.9662364583342224,5.090000000000003,-2.3656062499999777,-1.6000000000000014
20.25,2022-01-09 18:21:50.250,70.15,-41.0,-32.0,40.0,31.03,-302.83,0.02306,83,-0.07740266187500014,-0.025622000000000002,-4.286236458334216,5.77000000000001,-2.3656062499999777,-1.6000000000000014
20.5,2022-01-09 18:21:50.500,70.15,-21.0,-41.0,36.0,31.03,184.67,0.02306,83,-0.07740266187500014,-0.025622000000000002,-4.286236458334216,5.77000000000001,-2.3656062499999777,-1.6000000000000014
20.75,2022-01-09 18:21:50.750,70.15,-16.0,-44.0,51.0,31.03,111.71,0.025622,83,-0.07484066187500013,-0.023060000000000004,-4.286236458334216,5.77000000000001,-2.3656062499999777,-1.6000000000000014
21.0,2022-01-09 18:21:51.000,70.15,-14.0,-46.0,45.0,31.09,-62.38,0.025622,83,-0.07484066187500013,-0.023060000000000004,-4.286236458334216,5.77000000000001,-2.305606249999979,-1.5400000000000027
21.25,2022-01-09 18:21:51.250,70.76,-13.0,-48.0,42.0,31.09,172.4,0.024341,83,-0.07612166187500014,-0.024341,-3.676236458334216,6.38000000000001,-2.305606249999979,-1.5400000000000027
21.5,2022-01-09 18:21:51.500,70.76,-11.0,-43.0,45.0,31.09,131.22,0.025622,83,-0.07484066187500013,-0.023060000000000004,-3.676236458334216,6.38000000000001,-2.305606249999979,-1.5400000000000027
21.75,2022-01-09 18:21:51.750,70.76,-37.0,-62.0,33.0,31.09,93.88,0.02306,83,-0.07740266187500014,-0.025622000000000002,-3.676236458334216,6.38000000000001,-2.305606249999979,-1.5400000000000027
22.0,2022-01-09 18:21:52.000,70.76,-14.0,-46.0,40.0,31.21,-354.96,0.025622,83,-0.07484066187500013,-0.023060000000000004,-3.676236458334216,6.38000000000001,-2.185606249999978,-1.4200000000000017
22.25,2022-01-09 18:21:52.250,71.27,-14.0,-46.0,43.0,31.21,-63.4,0.026903,83,-0.07355966187500014,-0.021779000000000003,-3.1662364583342253,6.890000000000001,-2.185606249999978,-1.4200000000000017
22.5,2022-01-09 18:21:52.500,71.27,-23.0,-58.0,28.0,31.21,400.24,0.024341,83,-0.07612166187500014,-0.024341,-3.1662364583342253,6.890000000000001,-2.185606249999978,-1.4200000000000017
22.75,2022-01-09 18:21:52.750,71.27,-44.0,-31.0,26.0,31.21,505.53,0.02306,83,-0.07740266187500014,-0.025622000000000002,-3.1662364583342253,6.890000000000001,-2.185606249999978,-1.4200000000000017
23.0,2022-01-09 18:21:53.000,71.27,-56.0,-40.0,30.0,31.27,-125.25,0.024341,83,-0.07612166187500014,-0.024341,-3.1662364583342253,6.890000000000001,-2.1256062499999793,-1.360000000000003
23.25,2022-01-09 18:21:53.250,71.91,-3.0,-42.0,63.0,31.27,-237.94,0.02306,83,-0.07740266187500014,-0.025622000000000002,-2.5262364583342247,7.530000000000001,-2.1256062499999793,-1.360000000000003
23.5,2022-01-09 18:21:53.500,71.91,-74.0,-75.0,11.0,31.27,-105.83,0.02306,83,-0.07740266187500014,-0.025622000000000002,-2.5262364583342247,7.530000000000001,-2.1256062499999793,-1.360000000000003
23.75,2022-01-09 18:21:53.750,71.91,-71.0,-21.0,-18.0,31.27,68.79,0.024341,83,-0.07612166187500014,-0.024341,-2.5262364583342247,7.530000000000001,-2.1256062499999793,-1.360000000000003
24.0,2022-01-09 18:21:54.000,71.91,-37.0,-16.0,3.0,31.37,35.55,0.021779,83,-0.07868366187500014,-0.026903000000000003,-2.5262364583342247,7.530000000000001,-2.025606249999978,-1.2600000000000016
24.25,2022-01-09 18:21:54.250,72.54,-102.0,-24.0,-19.0,31.37,134.29,0.02306,83,-0.07740266187500014,-0.025622000000000002,-1.896236458334215,8.16000000000001,-2.025606249999978,-1.2600000000000016
24.5,2022-01-09 18:21:54.500,72.54,-69.0,-15.0,-31.0,31.37,-102.8,0.024341,83,-0.07612166187500014,-0.024341,-1.896236458334215,8.16000000000001,-2.025606249999978,-1.2600000000000016
24.75,2022-01-09 18:21:54.750,72.54,-60.0,0.0,-26.0,31.37,-67.52,0.024341,83,-0.07612166187500014,-0.024341,-1.896236458334215,8.16000000000001,-2.025606249999978,-1.2600000000000016
25.0,2022-01-09 18:21:55.000,72.54,-82.0,-6.0,-1.0,31.41,-4.84,0.025622,83,-0.07484066187500013,-0.023060000000000004,-1.896236458334215,8.16000000000001,-1.9856062499999787,-1.2200000000000024
25.25,2022-01-09 18:21:55.250,73.12,26.0,11.0,58.0,31.41,-86.83,0.028184,83,-0.07227866187500014,-0.020498000000000002,-1.3162364583342168,8.740000000000009,-1.9856062499999787,-1.2200000000000024
25.5,2022-01-09 18:21:55.500,73.12,-49.0,-20.0,33.0,31.41,165.96,0.02306,83,-0.07740266187500014,-0.025622000000000002,-1.3162364583342168,8.740000000000009,-1.9856062499999787,-1.2200000000000024
25.75,2022-01-09 18:21:55.750,73.12,-31.0,-6.0,54.0,31.41,-48.44,0.024341,83,-0.07612166187500014,-0.024341,-1.3162364583342168,8.740000000000009,-1.9856062499999787,-1.2200000000000024
26.0,2022-01-09 18:21:56.000,73.12,-7.0,4.0,57.0,31.33,-54.89,0.024341,83,-0.07612166187500014,-0.024341,-1.3162364583342168,8.740000000000009,-2.0656062499999805,-1.3000000000000043
26.25,2022-01-09 18:21:56.250,73.62,-48.0,2.0,63.0,31.33,62.88,0.025622,83,-0.07484066187500013,-0.023060000000000004,-0.8162364583342168,9.240000000000009,-2.0656062499999805,-1.3000000000000043
26.5,2022-01-09 18:21:56.500,73.62,-38.0,-11.0,-12.0,31.33,-26.99,0.024341,83,-0.07612166187500014,-0.024341,-0.8162364583342168,9.240000000000009,-2.0656062499999805,-1.3000000000000043
26.75,2022-01-09 18:21:56.750,73.62,-56.0,20.0,-10.0,31.33,70.06,0.02306,83,-0.07740266187500014,-0.025622000000000002,-0.8162364583342168,9.240000000000009,-2.0656062499999805,-1.3000000000000043
27.0,2022-01-09 18:21:57.000,73.62,-64.0,12.0,-20.0,31.39,48.52,0.02306,83,-0.07740266187500014,-0.025622000000000002,-0.8162364583342168,9.240000000000009,-2.0056062499999783,-1.240000000000002
27.25,2022-01-09 18:21:57.250,74.07,-49.0,17.0,8.0,31.39,-21.61,0.02306,83,-0.07740266187500014,-0.025622000000000002,-0.36623645833422813,9.689999999999998,-2.0056062499999783,-1.240000000000002
27.5,2022-01-09 18:21:57.500,74.07,-57.0,7.0,-31.0,31.39,-40.75,0.025622,83,-0.07484066187500013,-0.023060000000000004,-0.36623645833422813,9.689999999999998,-2.0056062499999783,-1.240000000000002
27.75,2022-01-09 18:21:57.750,74.07,-51.0,-26.0,-57.0,31.39,93.29,0.026903,83,-0.07355966187500014,-0.021779000000000003,-0.36623645833422813,9.689999999999998,-2.0056062499999783,-1.240000000000002
28.0,2022-01-09 18:21:58.000,74.07,-23.0,-56.0,-18.0,31.43,-87.99,0.025622,83,-0.07484066187500013,-0.023060000000000004,-0.36623645833422813,9.689999999999998,-1.9656062499999791,-1.2000000000000028
28.25,2022-01-09 18:21:58.250,74.46,-22.0,-74.0,10.0,31.43,-62.94,0.024341,83,-0.07612166187500014,-0.024341,0.023763541665772436,10.079999999999998,-1.9656062499999791,-1.2000000000000028
28.5,2022-01-09 18:21:58.500,74.46,-35.0,17.0,7.0,31.43,-115.84,0.024341,83,-0.07612166187500014,-0.024341,0.023763541665772436,10.079999999999998,-1.9656062499999791,-1.2000000000000028
28.75,2022-01-09 18:21:58.750,74.46,-52.0,-67.0,-44.0,31.43,154.22,0.024341,83,-0.07612166187500014,-0.024341,0.023763541665772436,10.079999999999998,-1.9656062499999791,-1.2000000000000028
29.0,2022-01-09 18:21:59.000,74.46,-21.0,-49.0,0.0,31.27,-5.67,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.023763541665772436,10.079999999999998,-2.1256062499999793,-1.360000000000003
29.25,2022-01-09 18:21:59.250,74.79,-26.0,-46.0,5.0,31.27,81.91,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.35376354166578494,10.41000000000001,-2.1256062499999793,-1.360000000000003
29.5,2022-01-09 18:21:59.500,74.79,-43.0,-32.0,-16.0,31.27,-132.05,0.02306,83,-0.07740266187500014,-0.025622000000000002,0.35376354166578494,10.41000000000001,-2.1256062499999793,-1.360000000000003
29.75,2022-01-09 18:21:59.750,74.79,-78.0,-50.0,11.0,31.27,-101.82,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.35376354166578494,10.41000000000001,-2.1256062499999793,-1.360000000000003
30.0,2022-01-09 18:22:00.000,74.79,-31.0,-32.0,4.0,31.29,59.32,0.024341,83,-0.07612166187500014,-0.024341,0.35376354166578494,10.41000000000001,-2.1056062499999797,-1.3400000000000034
30.25,2022-01-09 18:22:00.250,75.23,-29.0,-50.0,15.0,31.29,42.67,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.7937635416657827,10.850000000000009,-2.1056062499999797,-1.3400000000000034
30.5,2022-01-09 18:22:00.500,75.23,-47.0,-42.0,24.0,31.29,-102.92,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.7937635416657827,10.850000000000009,-2.1056062499999797,-1.3400000000000034
30.75,2022-01-09 18:22:00.750,75.23,-34.0,-43.0,23.0,31.29,43.64,0.025622,83,-0.07484066187500013,-0.023060000000000004,0.7937635416657827,10.850000000000009,-2.1056062499999797,-1.3400000000000034
31.0,2022-01-09 18:22:01.000,75.23,-24.0,-26.0,18.0,31.27,-11.56,0.024341,83,-0.07612166187500014,-0.024341,0.7937635416657827,10.850000000000009,-2.1256062499999793,-1.360000000000003
31.25,2022-01-09 18:22:01.250,75.65,-48.0,29.0,-36.0,31.27,-58.88,0.024341,83,-0.07612166187500014,-0.024341,1.2137635416657844,11.27000000000001,-2.1256062499999793,-1.360000000000003
31.5,2022-01-09 18:22:01.500,75.65,-61.0,87.0,-38.0,31.27,-96.63,0.02306,83,-0.07740266187500014,-0.025622000000000002,1.2137635416657844,11.27000000000001,-2.1256062499999793,-1.360000000000003
31.75,2022-01-09 18:22:01.750,75.65,-49.0,55.0,-7.0,31.27,-117.6,0.025622,83,-0.07484066187500013,-0.023060000000000004,1.2137635416657844,11.27000000000001,-2.1256062499999793,-1.360000000000003
